,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Chamber and Ambient Humidity Sensor,,,,,,Microfluidic,,,FitBit,,Core,,,,
,10:48:50,23.28,49.55,10:48:50,22,43,,,,,,,,,,
,10:49:20,23.38,49.44,10:49:20,22,43,,,,,,,,,,
,10:49:50,23.41,49.27,10:49:50,22,43,,,,,,,,,,
,10:50:20,23.46,49.17,10:50:20,22,43,,,,,,,,,,
,10:50:50,23.48,49.09,10:50:50,22,43,,,,,,,,,,
,10:51:20,23.53,49.02,10:51:20,22,43,,,,,,,,,,
,10:51:50,23.57,48.94,10:51:50,22,43,,,,,,,,,,
,10:52:20,23.63,48.87,10:52:20,22,43,,,,,,,,,,
,10:52:50,23.67,48.73,10:52:50,22,43,,,,,,,,,,
,10:53:20,23.73,48.65,10:53:20,22,43,,,,,,,,,,
,10:53:50,23.75,48.58,10:53:50,22,43,,,,,,,,,,
,10:54:20,23.79,48.47,10:54:20,22,43,,,,,,,,,,
,10:54:50,23.83,48.51,10:54:50,22,43,,,,,,,,,,
,10:55:20,23.88,48.54,10:55:20,22,43,,,,,,,,,,
,10:55:50,23.89,48.46,10:55:50,22,43,,,,,,,,,,
,10:56:20,23.94,48.33,10:56:20,22,43,,,,,,,,,,
,10:56:50,23.97,48.17,10:56:50,22,43,,,,,,,,,,
,10:57:20,23.99,48.13,10:57:20,22,43,,,,,,,,,,
,10:57:50,24,48.05,10:57:50,22,43,,,,,,,,,,
,10:58:20,24.01,48.04,10:58:20,22,43,,,,,,,,,,
,10:58:50,24.06,48,10:58:50,22,43,,,,,,,,,,
,10:59:20,24.05,47.95,10:59:20,22,43,,,,,,,,,,
,10:59:50,24.09,47.89,10:59:50,22,43,,,,,,,,,,
,11:00:20,24.17,47.8,11:00:20,22,43,,,,,,,,,,
,11:00:50,24.15,47.8,11:00:50,22,43,,,,,,,,,,
,11:01:20,24.17,47.75,11:01:20,22,43,,,,,,,,,,
,11:01:50,24.19,47.77,11:01:50,22,43,,,,,,,,,,
,11:02:20,24.21,47.71,11:02:20,22,43,,,,,,,,,,
,11:02:50,24.23,47.68,11:02:50,22,43,,,,,,,,,,
,11:03:20,24.25,47.67,11:03:20,22,43,,,,,,,,,,
,11:03:50,24.28,47.62,11:03:50,22,43,,,,,,,,,,
,11:04:21,24.31,47.51,11:04:21,22,43,,,,,,,,,,
,11:04:51,24.3,47.44,11:04:51,22,43,,,,,,,,,,
,11:05:21,24.3,47.38,11:05:21,22,43,,,,,,,,,,
,11:05:51,24.31,47.32,11:05:51,22,43,,,,,,,,,,
,11:06:21,24.32,47.24,11:06:21,22,43,,,,,,,,,,
,11:06:51,24.35,47.21,11:06:51,22,43,,,,,,,,,,
,11:07:21,24.36,47.1,11:07:21,22,43,,,,,,,,,,
,11:07:51,24.35,47.08,11:07:51,22,43,,,,,,,,,,
,11:08:21,24.36,46.99,11:08:21,22,43,,,,,,,,,,
,11:08:51,24.38,47,11:08:51,22,43,,,,,,,,,,
,11:09:21,24.39,46.86,11:09:21,22,43,,,,,,,,,,
,11:09:51,24.37,46.84,11:09:51,22,43,,,,,,,,,,
,11:10:21,24.38,46.81,11:10:21,22,43,,,,,,,,,,
,11:10:51,24.39,46.8,11:10:51,22,43,,,,,,,,,,
,11:11:21,24.42,46.79,11:11:21,22,43,,,,,,,,,,
,11:11:51,24.41,46.67,11:11:51,22,43,,,,,,,,,,
,11:12:21,24.41,46.6,11:12:21,22,43,,,,,,,,,,
,11:12:51,24.44,46.5,11:12:51,22,43,,,,,,,,,,
,11:13:21,24.43,46.45,11:13:21,22,43,,,,,,,,,,
,11:13:51,24.43,46.46,11:13:51,22,43,,,,,,,,,,
,11:14:21,24.42,46.42,11:14:21,22.4,41,,,,,,,,,,
,11:14:51,24.43,46.36,11:14:51,22.4,41,,,,,,,,,,
,11:15:21,24.44,46.3,11:15:21,22.4,41,,,,,,,,,,
,11:15:51,24.47,46.23,11:15:51,22.4,41,,,,,,,,,,
,11:16:21,24.5,46.12,11:16:21,22.4,41,,,,,,,,,,
,11:16:51,24.54,46.1,11:16:51,22.4,41,,,,,,,,,,
,11:17:21,24.52,46.02,11:17:21,22.4,41,,,,,,,,,,
,11:17:51,24.53,45.99,11:17:51,22.4,41,,,,,,,,,,
,11:18:21,24.56,45.88,11:18:21,22.4,41,,,,,,,,,,
,11:18:51,24.56,45.89,11:18:51,22.4,41,,,,,,,,,,
,11:19:21,24.56,45.84,11:19:21,22.4,41,,,,,,,,,,
,11:19:51,24.59,45.79,11:19:51,22.4,41,,,,,,,,,,
,11:20:21,24.59,45.71,11:20:21,22.4,41,,,,,,,,,,
,11:20:51,24.62,45.67,11:20:51,22.4,41,,,,,,,,,,
,11:21:21,24.62,45.62,11:21:21,22.4,41,,,,,,,,,,
,11:21:51,24.62,45.55,11:21:51,22.4,41,,,,,,,,,,
,11:22:21,24.63,45.57,11:22:21,22.4,41,,,,,,,,,,
,11:22:51,24.63,45.51,11:22:51,22.4,41,,,,,,,,,,
,11:23:21,24.63,45.46,11:23:21,22.4,41,,,,,,,,,,
,11:23:51,24.64,45.4,11:23:51,22.4,41,,,,,,,,,,
,11:24:21,24.66,45.41,11:24:21,22.4,41,,,,,,,,,,
,11:24:51,24.68,45.32,11:24:51,22.4,41,,,,,,,,,,
,11:25:21,24.68,45.29,11:25:21,22.4,41,,,,,,,,,,
,11:25:51,24.71,45.12,11:25:51,22.4,41,,,,,,,,,,
,11:26:21,24.77,45.34,11:26:21,22.3,40,,,,,,,,,,
,11:26:51,24.92,45.38,11:26:51,22.3,40,,,,,,,,,,
,11:27:21,25.03,45.39,11:27:21,22.3,40,,,,,,,,,,
,11:27:51,25.19,45.29,11:27:51,22.3,40,,,,,,,,,,
,11:28:21,25.34,45.14,11:28:21,22.3,40,,,,,,,,,,
,11:28:51,25.47,45.05,11:28:51,22.3,40,,,,,,,,,,
,11:29:21,25.56,44.92,11:29:21,22.3,40,,,,,,,,,,
,11:29:52,25.66,44.8,11:29:52,22.3,40,,,,,,,,,,
,11:30:21,25.79,44.69,11:30:21,22.3,40,,,,,,,,,,
,11:30:51,25.84,44.51,11:30:51,22.3,40,,,,,,,,,,
,11:31:21,25.92,44.34,11:31:21,22.3,40,,,,,,,,,,
,11:31:51,25.95,44.28,11:31:51,22.3,40,,,,,,,,,,
,11:32:21,25.99,44.23,11:32:21,22.3,40,,,,,,,,,,
,11:32:51,26.06,44.14,11:32:51,22.3,40,,,,,,,,,,
,11:33:21,26.08,44.07,11:33:21,22.3,40,,,,,,,,,,
,11:33:51,26.17,43.93,11:33:51,22.3,40,,,,,,,,,,
,11:34:21,26.18,43.88,11:34:21,22.3,40,,,,,,,,,,
,11:34:51,26.22,43.74,11:34:51,22.3,40,,,,,,,,,,
,11:35:21,26.23,43.67,11:35:21,22.3,40,,,,,,,,,,
,11:35:51,26.22,43.61,11:35:51,22.3,40,,,,,,,,,,
,11:36:21,26.26,43.55,11:36:21,22.3,40,,,,,,,,,,
,11:36:51,26.32,43.43,11:36:51,22.3,40,,,,,,,,,,
,11:37:21,26.32,43.41,11:37:21,22.3,40,,,,,,,,,,
,11:37:51,26.36,43.34,11:37:51,22.3,40,,,,,,,,,,
,11:38:21,26.38,43.27,11:38:21,22.3,40,,,,,,,,,,
,11:38:51,26.4,43.16,11:38:51,22.3,40,,,,,,,,,,
,11:39:21,26.39,43.17,11:39:21,22.3,40,,,,,,,,,,
,11:39:51,26.4,43.11,11:39:51,22.3,40,,,,,,,,,,
,11:40:21,26.42,43.02,11:40:21,22.3,40,,,,,,,,,,
,11:40:51,26.44,42.92,11:40:51,22.3,40,,,,,,,,,,
,11:41:21,26.45,42.84,11:41:21,22.3,40,,,,,,,,,,
,11:41:51,26.43,42.79,11:41:51,22.3,40,,,,,,,,,,
,11:42:21,26.43,42.7,11:42:21,22.3,40,,,,,,,,,,
,11:42:51,26.43,42.57,11:42:51,22.3,40,,,,,,,,,,
,11:43:21,26.47,42.58,11:43:21,22.3,40,,,,,,,,,,
,11:43:51,26.47,42.47,11:43:51,22.3,40,,,,,,,,,,
,11:44:21,26.48,42.44,11:44:21,22.3,40,,,,,,,,,,
,11:44:51,26.52,42.35,11:44:51,22.3,40,,,,,,,,,,
,11:45:21,26.53,42.4,11:45:21,22.3,40,,,,,,,,,,
,11:45:51,26.54,42.38,11:45:51,22.3,40,,,,,,,,,,
,11:46:21,26.6,42.36,11:46:21,22.3,40,,,,,,,,,,
,11:46:51,26.6,42.29,11:46:51,22.3,40,,,,,,,,,,
,11:47:21,26.63,42.25,11:47:21,22.3,40,,,,,,,,,,
,11:47:51,26.64,42.18,11:47:51,22.3,40,,,,,,,,,,
,11:48:21,26.64,42.11,11:48:21,22.3,40,,,,,,,,,,
,11:48:51,26.66,42.01,11:48:51,22.3,40,,,,,,,,,,
,11:49:21,26.62,41.97,11:49:21,22.3,40,,,,,,,,,,
,11:49:52,26.58,41.98,11:49:52,22.3,40,,,,,,,,,,
,11:50:22,26.56,41.88,11:50:22,22.3,40,,,,,,,,,,
,11:50:52,26.55,41.85,11:50:52,22.3,40,,,,,,,,,,
,11:51:22,26.53,41.8,11:51:22,22.3,40,,,,,,,,,,
,11:51:52,26.53,41.77,11:51:52,22.3,40,,,,,,,,,,
,11:52:22,26.53,41.74,11:52:22,22.3,40,,,,,,,,,,
,11:52:52,26.51,41.73,11:52:52,22.3,40,,,,,,,,,,
,11:53:22,26.52,41.63,11:53:22,22.3,40,,,,,,,,,,
,11:53:52,26.54,41.6,11:53:52,22.3,40,,,,,,,,,,
,11:54:22,26.55,41.59,11:54:22,22.3,40,,,,,,,,,,
,11:54:52,26.51,41.54,11:54:52,22.3,40,,,,,,,,,,
,11:55:22,26.53,41.53,11:55:22,22.3,40,,,,,,,,,,
,11:55:52,26.52,41.51,11:55:52,22.3,40,,,,,,,,,,
,11:56:22,26.49,41.46,11:56:22,22.3,40,,,,,,,,,,
,11:56:52,26.49,41.45,11:56:52,22.3,40,,,,,,,,,,
,11:57:22,26.49,41.38,11:57:22,22.3,40,,,,,,,,,,
,11:57:52,26.48,41.37,11:57:52,22.3,40,,,,,,,,,,
,11:58:22,26.47,41.37,11:58:22,22.3,40,,,,,,,,,,
,11:58:52,26.47,41.35,11:58:52,22.3,40,,,,,,,,,,
,11:59:22,26.45,41.38,11:59:22,22.3,40,,,,,,,,,,
,11:59:52,26.46,41.38,11:59:52,22.3,40,,,,,,,,,,
,12:00:22,26.48,41.32,12:00:22,22.3,40,,,,,,,,,,
,12:00:52,26.49,41.23,12:00:52,22.3,40,,,,,,,,,,
,12:01:22,26.51,41.29,12:01:22,22.3,40,,,,,,,,,,
,12:01:52,26.49,41.27,12:01:52,22.3,40,,,,,,,,,,
,12:02:22,26.48,41.28,12:02:22,22.3,40,,,,,,,,,,
,12:02:52,26.49,41.24,12:02:52,22.3,40,,,,,,,,,,
,12:03:22,26.51,41.14,12:03:22,22.3,40,,,,,,,,,,
,12:03:52,26.51,41.09,12:03:52,22.3,40,,,,,,,,,,
,12:04:22,26.47,41.09,12:04:22,22.6,39,,,,,,,,,,
,12:04:52,26.48,41.07,12:04:52,22.6,39,,,,,,,,,,
,12:05:22,26.48,41.1,12:05:22,22.6,39,,,,,,,,,,
,12:05:52,26.52,41.13,12:05:52,22.6,39,,,,,,,,,,
,12:06:22,26.51,41.1,12:06:22,22.6,39,,,,,,,,,,
,12:06:52,26.52,41.03,12:06:52,22.6,39,,,,,,,,,,
,12:07:22,26.55,41,12:07:22,22.6,39,,,,,,,,,,
,12:07:52,26.54,41.01,12:07:52,22.6,39,,,,,,,,,,
,12:08:22,26.55,40.99,12:08:22,22.6,39,,,,,,,,,,
,12:08:52,26.57,41.03,12:08:52,22.6,39,,,,,,,,,,
,12:09:22,26.54,40.93,12:09:22,22.6,39,,,,,,,,,,
,12:09:52,26.56,40.75,12:09:52,22.6,39,,,,,,,,,,
,12:10:22,26.55,40.82,12:10:22,22.6,39,,,,,,,,,,
,12:10:52,26.76,41.26,12:10:52,22.6,39,,,,,,,,,,
,12:11:22,27.03,41.24,12:11:22,22.6,39,,,,,,,,,,
,12:11:52,27.32,41.07,12:11:52,22.6,39,,,,,,,,,,
,12:12:22,27.58,41.07,12:12:22,22.6,39,,,,,,,,,,
,12:12:52,27.79,41.01,12:12:52,22.6,39,,,,,,,,,,
,12:13:22,27.99,40.9,12:13:22,22.6,39,,,,,,,,,,
,12:13:52,28.2,40.84,12:13:52,22.6,39,,,,,,,,,,
,12:14:22,28.4,40.78,12:14:22,22.6,39,,,,,,,,,,
,12:14:52,28.62,40.47,12:14:52,22.6,39,,,,,,,,,,
,12:15:22,28.8,40.19,12:15:22,22.6,39,,,,,,,,,,
,12:15:52,28.93,40.01,12:15:52,22.6,39,,,,,,,,,,
,12:16:22,29.04,39.94,12:16:22,22.6,39,,,,,,,,,,
,12:16:53,29.14,39.84,12:16:53,22.6,39,,,,,,,,,,
,12:17:22,29.26,39.61,12:17:22,22.6,39,,,,,,,,,,
,12:17:52,29.29,39.53,12:17:52,22.6,39,,,,,,,,,,
,12:18:22,29.39,39.33,12:18:22,22.6,39,,,,,,,,,,
,12:18:52,29.44,39.36,12:18:52,22.6,39,,,,,,,,,,
,12:19:22,29.44,39.21,12:19:22,22.6,39,,,,,,,,,,
,12:19:52,29.52,39.15,12:19:52,22.6,39,,,,,,,,,,
,12:20:22,29.53,39.08,12:20:22,22.6,39,,,,,,,,,,
,12:20:52,29.56,38.94,12:20:52,22.6,39,,,,,,,,,,
,12:21:22,29.56,38.86,12:21:22,22.6,39,,,,,,,,,,
,12:21:52,29.6,38.88,12:21:52,22.6,39,,,,,,,,,,
,12:22:22,29.65,38.79,12:22:22,22.6,39,,,,,,,,,,
,12:22:52,29.7,38.64,12:22:52,22.6,39,,,,,,,,,,
,12:23:22,29.76,38.44,12:23:22,22.6,39,,,,,,,,,,
,12:23:52,29.8,38.48,12:23:52,22.6,39,,,,,,,,,,
,12:24:22,29.83,38.21,12:24:22,22.6,39,,,,,,,,,,
,12:24:52,29.84,38.15,12:24:52,22.6,39,,,,,,,,,,
,12:25:22,29.89,38.1,12:25:22,22.6,39,,,,,,,,,,
,12:25:52,29.91,38.17,12:25:52,22.6,39,,,,,,,,,,
,12:26:22,29.93,38.16,12:26:22,22.6,39,,,,,,,,,,
,12:26:52,29.93,38.04,12:26:52,22.6,39,,,,,,,,,,
,12:27:22,29.96,38.03,12:27:22,22.6,39,,,,,,,,,,
,12:27:52,29.95,37.9,12:27:52,22.6,39,,,,,,,,,,
,12:28:22,30,38.02,12:28:22,22.6,39,,,,,,,,,,
,12:28:52,30,37.98,12:28:52,22.6,39,,,,,,,,,,
,12:29:22,29.99,37.88,12:29:22,22.6,39,,,,,,,,,,
,12:29:52,30,37.88,12:29:52,22.6,39,,,,,,,,,,
,12:30:22,29.99,37.87,12:30:22,22.6,39,,,,,,,,,,
,12:30:52,29.99,37.86,12:30:52,22.6,39,,,,,,,,,,
,12:31:22,30.02,37.78,12:31:22,22.6,39,,,,,,,,,,
,12:31:52,30.05,37.72,12:31:52,22.6,39,,,,,,,,,,
,12:32:22,30.08,37.56,12:32:22,22.6,39,,,,,,,,,,
,12:32:52,30.1,37.48,12:32:52,22.6,39,,,,,,,,,,
,12:33:22,30.07,37.5,12:33:22,22.6,39,,,,,,,,,,
,12:33:53,30.12,37.38,12:33:53,22.6,39,,,,,,,,,,
,12:34:22,30.13,37.36,12:34:22,22.6,39,,,,,,,,,,
,12:34:53,30.09,37.4,12:34:53,22.6,39,,,,,,,,,,
,12:35:23,29.99,37.3,12:35:23,22.6,39,,,,,,,,,,
,12:35:53,29.9,37.32,12:35:53,22.6,39,,,,,,,,,,
,12:36:23,29.8,37.16,12:36:23,22.6,39,,,,,,,,,,
,12:36:53,29.99,36.96,12:36:53,22.6,39,,,,,,,,,,
,12:37:23,30,36.92,12:37:23,22.6,39,,,,,,,,,,
,12:37:53,29.99,36.87,12:37:53,22.6,39,42.92,,,,,,,,,
,12:38:23,29.99,36.86,12:38:23,22.6,39,42.84,,,,,,,,,
,12:38:53,30.02,36.78,12:38:53,22.6,39,42.79,,,,,,,,,
,12:39:23,30.05,36.72,12:39:23,22.6,39,42.7,,,,,,,,,
,12:39:53,30.08,36.56,12:39:53,22.6,39,42.57,,,,,,,,,
,12:40:23,30.1,36.48,12:40:23,22.6,39,42.58,,,,,,,,,
,12:40:53,30.07,36.38,12:40:53,22.6,39,42.47,,,,,,,,,
,12:41:23,30.07,36.32,12:41:23,22.6,39,42.44,,,,,,,,,
,12:41:53,30.12,36.23,12:41:53,22.6,39,42.35,,,,,,,,,
,12:42:23,30.13,36.29,12:42:23,22.6,39,,,,,,,,,,
,12:42:53,30.09,36.27,12:42:53,22.6,39,,,,,,,,,,
,12:43:23,29.99,36.28,12:43:23,22.6,39,,,,,,,,,,
,12:43:53,29.9,36.24,12:43:53,22.6,39,,,,,,,,,,
,12:44:23,30.02,36.14,12:44:23,22.6,39,,,,,,,,,,
,12:44:53,30.05,36.09,12:44:53,22.6,39,,,,,,,,,,
,12:45:23,30.07,36.09,12:45:23,22.6,39,,,,,,,,,,
,12:45:53,30.12,36.07,12:45:53,22.6,39,,,,,,,,,,
,12:46:23,30.13,36.1,12:46:23,22.6,39,,,,,,,,,,
,12:46:53,30.09,36.13,12:46:53,22.6,39,,,,,,,,,,
,12:47:23,29.99,36.1,12:47:23,22.6,39,,,,,,,,,,
,12:47:53,29.9,36.12,12:47:53,22.6,39,,,,,,,,,,
,12:48:23,29.8,36.09,12:48:23,22.6,39,,,,,,,,,,
,12:48:53,29.93,36.07,12:48:53,22.6,39,,,,,,,,,,
