,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Chamber and Ambient Humidity Sensor,,,,,,Microfluidic,,,FitBit,,Core,,,,
0,3:34:26 PM,29.85,62.21,3:34:26 PM,23.25,60.67,,,,15:45:00,61,5:16:41 PM,100.28,1.94,4,97.34
0,3:34:56 PM,30.96,61.11,3:34:56 PM,23.24,60.75,,,,15:46:00,62,5:21:42 PM,100.43,1.84,4,97.92
0,3:35:26 PM,32.05,59.54,3:35:26 PM,23.26,60.75,,,,15:47:00,60,5:26:42 PM,100.58,1.73,4,96.88
0,3:35:56 PM,32.99,57.94,3:35:56 PM,23.25,60.58,,,,15:48:00,64,5:31:42 PM,100.62,0.54,4,96.77
0,3:36:26 PM,33.77,56.46,3:36:26 PM,23.27,60.74,,,,15:49:00,71,5:36:42 PM,100.52,-1.19,4,96.34
0,3:36:56 PM,34.38,55.43,3:36:56 PM,23.29,60.71,,,,15:50:00,65,5:41:41 PM,100.34,-2.27,4,95.63
0,3:37:26 PM,34.85,54.51,3:37:26 PM,23.29,60.71,,,,15:51:00,64,5:46:42 PM,100.12,-2.59,4,96.73
0,3:37:56 PM,35.21,53.76,3:37:56 PM,23.29,60.46,,,,15:52:00,57,,,,,
0,3:38:26 PM,35.56,53.19,3:38:26 PM,23.33,60.49,,,,15:53:00,59,,,,,
0,3:38:56 PM,35.8,52.63,3:38:56 PM,23.33,60.55,,,,15:54:00,62,,,,,
0,3:39:26 PM,36.06,52.22,3:39:26 PM,23.33,60.59,,,,15:55:00,62,,,,,
0,3:39:56 PM,36.29,51.66,3:39:56 PM,23.34,60.55,,,,15:56:00,59,,,,,
0,3:40:26 PM,36.41,51.3,3:40:26 PM,23.34,60.36,,,,15:57:00,61,,,,,
0,3:40:56 PM,36.59,50.98,3:40:56 PM,23.36,60.41,,,,15:58:00,62,,,,,
0,3:41:26 PM,36.8,50.56,3:41:26 PM,23.36,60.22,,,,15:59:00,56,,,,,
0,3:41:56 PM,36.99,50.18,3:41:56 PM,23.38,60.32,,,,16:00:00,56,,,,,
0,3:42:26 PM,37.08,49.79,3:42:26 PM,23.4,60.28,,,,16:01:00,57,,,,,
0,3:42:56 PM,37.21,49.48,3:42:56 PM,23.42,60.36,,,,16:02:00,55,,,,,
0,3:43:26 PM,37.27,49.19,3:43:26 PM,23.42,60.1,,,,16:03:00,59,,,,,
0,3:43:56 PM,37.38,48.88,3:43:56 PM,23.43,60.06,,,,16:04:00,75,,,,,
0,3:44:26 PM,37.48,48.64,3:44:26 PM,23.45,59.9,,,,16:05:00,71,,,,,
0,3:44:56 PM,37.58,48.36,3:44:56 PM,23.42,59.83,,,,16:06:00,67,,,,,
0,3:45:26 PM,37.65,48.11,3:45:26 PM,23.46,59.85,,,,16:07:00,65,,,,,
0,3:45:56 PM,37.67,47.87,3:45:56 PM,23.47,59.81,,,,16:08:00,62,,,,,
0,3:46:26 PM,37.72,47.32,3:46:26 PM,23.48,59.77,,,,16:09:00,57,,,,,
0,3:46:56 PM,37.59,46.93,3:46:56 PM,23.47,59.51,,,,16:10:00,57,,,,,
0,3:47:26 PM,37.43,46.82,3:47:26 PM,23.47,59.56,,,,16:11:00,58,,,,,
0,3:47:56 PM,37.37,46.7,3:47:56 PM,23.48,59.71,,,,16:12:00,58,,,,,
0,3:48:26 PM,37.33,46.52,3:48:26 PM,23.51,59.5,,,,16:13:00,57,,,,,
0,3:48:56 PM,37.3,46.37,3:48:56 PM,23.51,59.49,,,,16:14:00,56,,,,,
0,3:49:26 PM,37.25,46.09,3:49:26 PM,23.5,59.34,,,,16:15:00,53,,,,,
0,3:49:56 PM,37.23,45.88,3:49:56 PM,23.51,59.3,,,,16:16:00,56,,,,,
0,3:50:26 PM,37.21,45.72,3:50:26 PM,23.51,59.41,,,,16:17:00,59,,,,,
0,3:50:56 PM,37.17,45.49,3:50:56 PM,23.56,59.33,,,,16:18:00,55,,,,,
0,3:51:26 PM,37.2,45.39,3:51:26 PM,23.53,59.39,,,,16:19:00,54,,,,,
0,3:51:56 PM,37.29,45.18,3:51:56 PM,23.57,59.3,,,,16:20:00,56,,,,,
0,3:52:26 PM,37.38,44.77,3:52:26 PM,23.56,59.37,,,,16:21:00,65,,,,,
0,3:52:56 PM,37.6,44.56,3:52:56 PM,23.58,59.41,,,,16:22:00,62,,,,,
0,3:53:26 PM,37.74,44.16,3:53:26 PM,23.58,59.4,,,,16:23:00,57,,,,,
0,3:53:56 PM,37.74,43.6,3:53:56 PM,23.59,59.33,,,,16:24:00,57,,,,,
0,3:54:26 PM,37.48,43.46,3:54:26 PM,23.62,59.31,,,,16:25:00,58,,,,,
0,3:54:56 PM,37.18,43.28,3:54:56 PM,23.58,59.41,,,,16:26:00,58,,,,,
0,3:55:26 PM,36.93,43.49,3:55:26 PM,23.61,59.36,,,,16:27:00,57,,,,,
0,3:55:56 PM,36.97,43.54,3:55:56 PM,23.63,59.28,,,,16:28:00,56,,,,,
0,3:56:26 PM,37.12,43.37,3:56:26 PM,23.67,59.13,,,,16:29:00,53,,,,,
0,3:56:56 PM,37.26,43.18,3:56:56 PM,23.64,59.2,,,,16:30:00,56,,,,,
0,3:57:26 PM,37.44,43.02,3:57:26 PM,23.64,59.32,,,,16:31:00,59,,,,,
0,3:57:56 PM,37.61,42.87,3:57:56 PM,23.65,59.28,,,,16:32:00,55,,,,,
0,3:58:26 PM,37.8,42.6,3:58:26 PM,23.66,59.29,,,,16:33:00,54,,,,,
0,3:58:56 PM,37.93,42.41,3:58:56 PM,23.67,59.15,,,,16:34:00,56,,,,,
0,3:59:26 PM,37.93,42.19,3:59:26 PM,23.65,59.06,,,,16:35:00,62,,,,,
0,3:59:56 PM,38.14,42.02,3:59:56 PM,23.67,59.09,,,,16:36:00,101,,,,,
0,4:00:26 PM,38.31,41.73,4:00:26 PM,23.68,59.19,,,,16:37:00,101,,,,,
0,4:00:56 PM,38.46,41.46,4:00:56 PM,23.67,59.08,,,,16:38:00,98,,,,,
0,4:01:26 PM,38.53,41.19,4:01:26 PM,23.66,59.15,,,,16:39:00,100,,,,,
0,4:01:56 PM,38.64,40.97,4:01:56 PM,23.68,59.05,,,,16:40:00,102,,,,,
0,4:02:26 PM,38.73,40.74,4:02:26 PM,23.7,59.13,,,,16:41:00,98,,,,,
0,4:02:56 PM,38.77,40.56,4:02:56 PM,23.69,59.11,,,,16:42:00,102,,,,,
0,4:03:26 PM,38.81,40.33,4:03:26 PM,23.71,59.08,,,,16:43:00,105,,,,,
0,4:03:57 PM,38.76,40.15,4:03:57 PM,23.69,58.94,,,,16:44:00,107,,,,,
0,4:04:27 PM,38.79,40.05,4:04:27 PM,23.7,58.91,,,,16:45:00,105,,,,,
0,4:04:56 PM,38.77,39.86,4:04:56 PM,23.7,59.07,,,,16:46:00,107,,,,,
0,4:05:27 PM,38.55,39.59,4:05:27 PM,23.71,59,,,,16:47:00,107,,,,,
0,4:05:57 PM,38.28,39.78,4:05:57 PM,23.71,58.99,,,,16:48:00,103,,,,,
0,4:06:27 PM,37.91,39.83,4:06:27 PM,23.72,58.93,,,,16:49:00,110,,,,,
0,4:06:57 PM,37.7,39.86,4:06:57 PM,23.72,58.78,,,,16:50:00,111,,,,,
0,4:07:27 PM,37.62,39.91,4:07:27 PM,23.72,58.85,,,,16:51:00,108,,,,,
0,4:07:57 PM,37.52,39.75,4:07:57 PM,23.7,58.78,,,,16:52:00,106,,,,,
0,4:08:27 PM,37.31,39.73,4:08:27 PM,23.73,58.79,,,,16:53:00,112,,,,,
0,4:08:57 PM,37.26,39.63,4:08:57 PM,23.73,58.66,,,,16:54:00,112,,,,,
0,4:09:27 PM,37.18,39.67,4:09:27 PM,23.74,58.78,,,,16:55:00,107,,,,,
0,4:09:57 PM,37.1,39.42,4:09:57 PM,23.74,58.6,,,,16:56:00,112,,,,,
0,4:10:27 PM,37.05,39.28,4:10:27 PM,23.73,58.5,,,,16:57:00,113,,,,,
0,4:10:57 PM,37.03,39.16,4:10:57 PM,23.74,58.64,,,,16:58:00,112,,,,,
0,4:11:27 PM,36.95,39.05,4:11:27 PM,23.74,58.65,,,,16:59:00,112,,,,,
0,4:11:57 PM,36.95,39.18,4:11:57 PM,23.76,58.68,,,,17:00:00,111,,,,,
0,4:12:27 PM,37,38.9,4:12:27 PM,23.74,58.66,,,,17:01:00,110,,,,,
0,4:12:57 PM,36.9,38.74,4:12:57 PM,23.74,58.63,,,,17:02:00,113,,,,,
0,4:13:27 PM,36.73,38.73,4:13:27 PM,23.74,58.66,,,,17:03:00,114,,,,,
0,4:13:57 PM,36.45,38.62,4:13:57 PM,23.77,58.58,,,,17:04:00,116,,,,,
0,4:14:27 PM,36.22,38.72,4:14:27 PM,23.73,58.48,,,,17:05:00,115,,,,,
0,4:14:57 PM,36,38.94,4:14:57 PM,23.73,58.57,,,,17:06:00,117,,,,,
0,4:15:27 PM,35.99,39.2,4:15:27 PM,23.74,58.39,,,,17:07:00,115,,,,,
0,4:15:57 PM,36.08,39.22,4:15:57 PM,23.76,58.43,,,,17:08:00,114,,,,,
0,4:16:27 PM,36.11,39.02,4:16:27 PM,23.76,58.34,,,,17:09:00,115,,,,,
0,4:16:57 PM,36.21,38.82,4:16:57 PM,23.73,58.33,,,,17:10:00,115,,,,,
0,4:17:27 PM,36.34,38.7,4:17:27 PM,23.77,58.26,,,,17:11:00,116,,,,,
0,4:17:57 PM,36.35,38.38,4:17:57 PM,23.76,58.38,,,,17:12:00,121,,,,,
0,4:18:27 PM,36.4,38.21,4:18:27 PM,23.75,58.36,,,,17:13:00,116,,,,,
0,4:18:57 PM,36.67,37.82,4:18:57 PM,23.78,58.43,,,,17:14:00,114,,,,,
0,4:19:27 PM,36.85,37.58,4:19:27 PM,23.77,58.24,,,,17:15:00,117,,,,,
0,4:19:57 PM,37.1,37.29,4:19:57 PM,23.76,58.26,,,,17:16:00,116,,,,,
0,4:20:27 PM,37.15,37.19,4:20:27 PM,23.76,58.33,,,,17:17:00,116,,,,,
0,4:20:57 PM,37.14,37.28,4:20:57 PM,23.78,58.35,,,,17:18:00,117,,,,,
0,4:21:26 PM,37.21,37.18,4:21:26 PM,23.77,58.38,,,,17:19:00,118,,,,,
0,4:21:56 PM,37.25,37.02,4:21:56 PM,23.77,58.37,,,,17:20:00,117,,,,,
0,4:22:26 PM,37.27,36.87,4:22:26 PM,23.76,58.44,,,,17:21:00,119,,,,,
0,4:22:56 PM,37.34,36.63,4:22:56 PM,23.75,58.37,,,,17:22:00,106,,,,,
0,4:23:26 PM,37.42,36.52,4:23:26 PM,23.77,58.36,,,,17:23:00,82,,,,,
0,4:23:56 PM,37.37,36.5,4:23:56 PM,23.77,58.36,,,,17:24:00,70,,,,,
0,4:24:26 PM,37.27,36.56,4:24:26 PM,23.77,58.34,,,,17:25:00,66,,,,,
0,4:24:56 PM,37.26,36.85,4:24:56 PM,23.78,58.42,,,,17:26:00,64,,,,,
0,4:25:26 PM,37.3,36.68,4:25:26 PM,23.75,58.48,,,,17:27:00,67,,,,,
0,4:25:56 PM,37.3,36.74,4:25:56 PM,23.75,58.47,,,,17:28:00,65,,,,,
0,4:26:26 PM,37.36,36.78,4:26:26 PM,23.76,58.5,,,,17:29:00,62,,,,,
0,4:26:56 PM,37.5,36.52,4:26:56 PM,23.76,58.46,,,,17:30:00,60,,,,,
0,4:27:26 PM,37.56,36.32,4:27:26 PM,23.77,58.52,,,,17:31:00,61,,,,,
0,4:27:56 PM,37.59,36.16,4:27:56 PM,23.73,58.57,,,,17:32:00,65,,,,,
0,4:28:27 PM,37.6,36.21,4:28:27 PM,23.74,58.55,,,,17:33:00,63,,,,,
0,4:28:57 PM,37.61,36.21,4:28:57 PM,23.75,58.58,,,,17:34:00,62,,,,,
0,4:29:27 PM,37.68,36.14,4:29:27 PM,23.74,58.62,,,,17:35:00,60,,,,,
0,4:29:57 PM,37.63,36,4:29:57 PM,23.75,58.7,,,,17:36:00,58,,,,,
0,4:30:27 PM,37.42,35.94,4:30:27 PM,23.75,58.77,,,,17:37:00,62,,,,,
0,4:30:57 PM,37.17,36.11,4:30:57 PM,23.74,58.64,,,,17:38:00,60,,,,,
0,4:31:27 PM,37.02,35.99,4:31:27 PM,23.72,58.69,,,,17:39:00,59,,,,,
0,4:31:57 PM,36.76,35.99,4:31:57 PM,23.73,58.68,,,,17:40:00,57,,,,,
0,4:32:27 PM,36.43,36.29,4:32:27 PM,23.73,58.71,,,,17:41:00,58,,,,,
0,4:32:57 PM,36.25,36.29,4:32:57 PM,23.74,58.71,,,,17:42:00,66,,,,,
0,4:33:27 PM,36.15,36.48,4:33:27 PM,23.74,58.76,,,,17:43:00,65,,,,,
0,4:33:57 PM,36.06,36.53,4:33:57 PM,23.73,58.73,,,,17:44:00,58,,,,,
0,4:34:27 PM,36.23,36.52,4:34:27 PM,23.73,58.74,,,,17:45:00,63,,,,,
0,4:34:57 PM,36.46,36.44,4:34:57 PM,23.74,58.81,,,,17:46:00,59,,,,,
0,4:35:27 PM,36.52,36.29,4:35:27 PM,23.75,58.7,,,,17:47:00,63,,,,,
3.5,4:35:57 PM,36.59,36.24,4:35:57 PM,23.73,58.86,,,,,,,,,,
3.5,4:36:27 PM,36.45,36.24,4:36:27 PM,23.72,58.81,,,,,,,,,,
3.5,4:36:57 PM,36.36,36.36,4:36:57 PM,23.72,58.79,,,,,,,,,,
3.5,4:37:27 PM,36.3,36.51,4:37:27 PM,23.73,58.72,,,,,,,,,,
3.5,4:37:57 PM,35.92,36.45,4:37:57 PM,23.7,58.87,,,,,,,,,,
3.5,4:38:27 PM,35.93,36.75,4:38:27 PM,23.7,58.98,,,,,,,,,,
3.5,4:38:57 PM,36.07,36.86,4:38:57 PM,23.71,58.93,,,,,,,,,,
3.5,4:39:27 PM,36.23,36.6,4:39:27 PM,23.72,59.06,,,,,,,,,,
3.5,4:39:57 PM,36.4,36.29,4:39:57 PM,23.69,59,,,,,,,,,,
3.5,4:40:27 PM,36.57,35.88,4:40:27 PM,23.7,58.96,,,,,,,,,,
3.5,4:40:57 PM,36.61,35.7,4:40:57 PM,23.7,58.91,,,,,,,,,,
3.5,4:41:27 PM,36.56,35.56,4:41:27 PM,23.7,58.93,,,,,,,,,,
3.5,4:41:57 PM,36.47,35.49,4:41:57 PM,23.71,58.96,,,,,,,,,,
3.5,4:42:27 PM,36.39,35.52,4:42:27 PM,23.7,58.97,,,,,,,,,,
3.5,4:42:57 PM,36.4,35.54,4:42:57 PM,23.72,58.99,,,,,,,,,,
3.5,4:43:27 PM,36.45,35.66,4:43:27 PM,23.7,59.03,,,,,,,,,,
3.5,4:43:57 PM,36.48,35.68,4:43:57 PM,23.68,58.96,,,,,,,,,,
3.5,4:44:27 PM,36.45,35.7,4:44:27 PM,23.71,58.85,,,,,,,,,,
3.5,4:44:57 PM,36.38,35.66,4:44:57 PM,23.69,58.89,,,,,,,,,,
3.5,4:45:27 PM,36.32,35.75,4:45:27 PM,23.69,58.73,,,,,,,,,,
3.5,4:45:57 PM,36.34,35.82,4:45:57 PM,23.69,58.78,,,,,,,,,,
3.5,4:46:27 PM,36.32,35.98,4:46:27 PM,23.69,58.73,,,,,,,,,,
3.5,4:46:57 PM,36.28,36.09,4:46:57 PM,23.69,58.71,,,,,,,,,,
3.5,4:47:27 PM,36.29,36.51,4:47:27 PM,23.7,58.68,,,,,,,,,,
3.5,4:47:57 PM,36.28,36.76,4:47:57 PM,23.68,58.69,,,,,,,,,,
3.5,4:48:27 PM,36.22,36.7,4:48:27 PM,23.68,58.45,,,,,,,,,,
3.5,4:48:57 PM,36.2,36.96,4:48:57 PM,23.7,58.7,,,,,,,,,,
3.5,4:49:27 PM,36.24,37.12,4:49:27 PM,23.67,58.71,,,,,,,,,,
3.5,4:49:57 PM,36.22,37.13,4:49:57 PM,23.7,58.68,,,,,,,,,,
3.5,4:50:27 PM,36.27,37.28,4:50:27 PM,23.68,58.66,,,,,,,,,,
3.5,4:50:57 PM,36.22,37.43,4:50:57 PM,23.69,58.63,,,,,,,,,,
3.5,4:51:27 PM,36.27,37.84,4:51:27 PM,23.66,58.7,,,,,,,,,,
3.5,4:51:57 PM,36.32,37.95,4:51:57 PM,23.68,58.61,,,,,,,,,,
3.5,4:52:27 PM,36.38,38.09,4:52:27 PM,23.66,58.7,,,,,,,,,,
3.5,4:52:57 PM,36.39,38.22,4:52:57 PM,23.69,58.8,,,,,,,,,,
3.5,4:53:27 PM,36.48,38.37,4:53:27 PM,23.69,58.73,,,,,,,,,,
3.5,4:53:57 PM,36.43,38.42,4:53:57 PM,23.68,58.73,,,,,,,,,,
3.5,4:54:28 PM,36.33,38.67,4:54:28 PM,23.68,58.64,,,,,,,,,,
3.5,4:54:57 PM,36.17,38.92,4:54:57 PM,23.68,58.73,,,,,,,,,,
3.5,4:55:27 PM,36.06,39.16,4:55:27 PM,23.67,58.63,,,,,,,,,,
3.5,4:55:57 PM,36.05,39.41,4:55:57 PM,23.69,58.66,,,,,,,,,,
3.5,4:56:27 PM,35.98407,39.54,4:56:27 PM,23.69,58.52,,,,,,,,,,
3.5,4:56:57 PM,35.9671,39.74,4:56:57 PM,23.66,58.71,,,,,,,,,,
3.5,4:57:27 PM,35.95117,39.92,4:57:27 PM,23.69,58.67,,,,,,,,,,
3.5,4:57:57 PM,35.93634,40.21,4:57:57 PM,23.68,58.7,,,,,,,,,,
3.5,4:58:27 PM,35.92265,40.8,4:58:27 PM,23.69,58.68,,,,,,,,,,
3.5,4:58:57 PM,35.91016,40.99,4:58:57 PM,23.68,58.66,,,,,,,,,,
3.5,4:59:27 PM,35.8989,41.55,4:59:27 PM,23.69,58.75,,,,,,,,,,
3.5,4:59:57 PM,35.8889,42.39,4:59:57 PM,23.68,58.8,,,,,,,,,,
3.5,5:00:27 PM,37.17,43.53,5:00:27 PM,23.69,58.79,,,,,,,,,,
3.5,5:00:57 PM,37.02,44.06282,5:00:57 PM,23.67,58.89,,,,,,,,,,
3.5,5:01:27 PM,36.76,44.70548,5:01:27 PM,23.68,58.87,,,,,,,,,,
3.5,5:01:57 PM,36.43,45.36384,5:01:57 PM,23.69,58.95,,,,,,,,,,
3.5,5:02:27 PM,36.25,46.03496,5:02:27 PM,23.66,58.96,,,,,,,,,,
3.5,5:02:57 PM,36.15,46.71575,5:02:57 PM,23.68,58.86,,,,,,,,,,
3.5,5:03:27 PM,36.06,47.4031,5:03:27 PM,23.67,59.22,,,,,,,,,,
3.5,5:03:57 PM,36.23,48.09383,5:03:57 PM,23.69,58.91,,,,,,,,,,
3.5,5:04:27 PM,36.46,48.78475,5:04:27 PM,23.7,58.94,,,,,,,,,,
3.5,5:04:57 PM,36.52,49.47267,5:04:57 PM,23.7,58.78,,,,,,,,,,
3.5,5:05:27 PM,36.59,50.15445,5:05:27 PM,23.67,58.97,,,,,,,,,,
3.5,5:05:57 PM,36.45,50.82698,5:05:57 PM,23.66,58.92,,,,,,,,,,
3.5,5:06:27 PM,36.36,51.48725,5:06:27 PM,23.66,58.95,,,,,,,,,,
3.5,5:06:57 PM,36.3,52.13237,5:06:57 PM,23.68,59.03,,,,,,,,,,
3.5,5:07:27 PM,35.92,52.75956,5:07:27 PM,23.68,58.97,,,,,,,,,,
3.5,5:07:57 PM,35.93,53.3662,5:07:57 PM,23.65,59.01,,,,,,,,,,
3.5,5:08:27 PM,36.07,53.94987,5:08:27 PM,23.67,59.09,,,,,,,,,,
3.5,5:08:57 PM,36.23,54.50834,5:08:57 PM,23.68,58.91,,,,,,,,,,
3.5,5:09:27 PM,36.4,55.03962,5:09:27 PM,23.66,59.03,,,,,,,,,,
3.5,5:09:57 PM,36.57,55.54198,5:09:57 PM,23.66,59.15,,,,,,,,,,
3.5,5:10:27 PM,35.9507,56.01397,5:10:27 PM,23.68,59.17,,,,,,,,,,
3.5,5:10:57 PM,35.96323,56.45446,5:10:57 PM,23.67,59.22,,,,,,,,,,
3.5,5:11:27 PM,35.97619,56.86263,5:11:27 PM,23.64,59.18,,,,,,,,,,
3.5,5:11:57 PM,35.98951,57.23805,5:11:57 PM,23.66,59.18,,,,,,,,,,
3.5,5:12:27 PM,36.00311,57.58065,5:12:27 PM,23.65,59.33,,,,,,,,,,
3.5,5:12:58 PM,36.01693,57.83,5:12:58 PM,23.67,59.4,,,,,,,,,,
3.5,5:13:28 PM,36.03091,57.96,5:13:28 PM,23.66,59.27,,,,,,,,,,
3.5,5:13:58 PM,36.04497,58.41,5:13:58 PM,23.65,59.34,,,,,,,,,,
3.5,5:14:28 PM,36.05906,58.36,5:14:28 PM,23.65,59.31,,,,,,,,,,
3.5,5:14:58 PM,36.07311,58.55,5:14:58 PM,23.66,59.28,,,,,,,,,,
3.5,5:15:28 PM,36.08706,58.87,5:15:28 PM,23.65,59.36,,,,,,,,,,
3.5,5:15:58 PM,36.10086,59.18,5:15:58 PM,23.65,59.3,,,,,,,,,,
3.5,5:16:28 PM,36.11445,59.37,5:16:28 PM,23.64,59.34,,,,,,,,,,
3.5,5:16:58 PM,36.12777,59.52,5:16:58 PM,23.66,59.26,,,,,,,,,,
3.5,5:17:28 PM,36.14079,59.63,5:17:28 PM,23.65,59.34,,,,,,,,,,
3.5,5:17:58 PM,36.15345,59.67,5:17:58 PM,23.68,59.3,,,,,,,,,,
3.5,5:18:28 PM,36.16572,60.03,5:18:28 PM,23.67,59.06,,,,,,,,,,
3.5,5:18:58 PM,36.17756,60.05,5:18:58 PM,23.65,59.32,,,,,,,,,,
3.5,5:19:28 PM,36.18894,60.54,5:19:28 PM,23.66,59.34,,,,,,,,,,
3.5,5:19:58 PM,36.19983,60.92,5:19:58 PM,23.65,59.29,,,,,,,,,,
3.5,5:20:28 PM,36.21021,61.31,5:20:28 PM,23.64,59.24,,,,,,,,,,
3.5,5:20:58 PM,36.22007,61.57,5:20:58 PM,23.67,59.22,,,,,,,,,,
3.5,5:21:28 PM,36.2294,61.9,5:21:28 PM,23.66,59.31,,,,,,,,,,
0,5:21:58 PM,36.23819,62.44,5:21:58 PM,23.66,59.3,,,,,,,,,,
0,5:22:28 PM,36.24646,62.54,5:22:28 PM,23.65,59.19,,,,,,,,,,
0,5:22:58 PM,36.25421,62.84,5:22:58 PM,23.65,59.37,,,,,,,,,,
0,5:23:28 PM,36.26146,63.16,5:23:28 PM,23.65,59.24,,,,,,,,,,
0,5:23:58 PM,36.26824,63.08,5:23:58 PM,23.64,59.36,,,,,,,,,,
0,5:24:28 PM,36.27458,62.83,5:24:28 PM,23.65,59.38,,,,,,,,,,
0,5:24:58 PM,36.28053,62.6,5:24:58 PM,23.63,59.38,,,,,,,,,,
0,5:25:28 PM,36.28613,62.06,5:25:28 PM,23.64,59.44,,,,,,,,,,
0,5:25:58 PM,36.29146,61.71,5:25:58 PM,23.66,59.32,,,,,,,,,,
0,5:26:28 PM,36.29657,61.08,5:26:28 PM,23.66,59.4,,,,,,,,,,
0,5:26:58 PM,36.30155,60.87,5:26:58 PM,23.64,59.44,,,,,,,,,,
0,5:27:28 PM,36.30649,60.66,5:27:28 PM,23.64,59.51,,,,,,,,,,
0,5:27:58 PM,36.31149,60.36,5:27:58 PM,23.64,59.39,,,,,,,,,,
0,5:28:28 PM,36.31667,60.19,5:28:28 PM,23.66,59.33,,,,,,,,,,
0,5:28:58 PM,36.32213,60.14,5:28:58 PM,23.65,59.44,,,,,,,,,,
0,5:29:28 PM,36.32802,60,5:29:28 PM,23.63,59.46,,,,,,,,,,
0,5:29:58 PM,36.33448,59.71,5:29:58 PM,23.64,59.47,,,,,,,,,,
0,5:30:28 PM,36.34168,59.49,5:30:28 PM,23.66,59.63,,,,,,,,,,
0,5:30:58 PM,36.34977,59.01,5:30:58 PM,23.65,59.42,,,,,,,,,,
