,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Chamber and Ambient Humidity Sensor,,,,,,Microfluidic,,,FitBit,,Core,,,,
,15:43:26,31.74,29.52,,,,,,,,,,,,,
,15:43:56,31.76,29.55,,,,,,,,,,,,,
,15:44:26,31.79,30.01,,,,,,,,,,,,,
,15:44:56,31.8,30.04,,,,,,,,,,,,,
,15:45:26,31.83,30.09,,,,,,,,,,,,,
,15:45:56,31.8,30.15,,,,,,,,,,,,,
,15:46:26,31.8,30.28,,,,,,,,,,,,,
,15:46:56,31.79,30.41,,,,,,,,,,,,,
,15:47:26,31.72,30.59,,,,,,,,,,,,,
,15:47:56,31.75,30.77,,,,,,,,,,,,,
,15:48:26,31.75,30.96,,,,,,,,,,,,,
,15:48:56,31.72,31.15,,,,,,,,,,,,,
,15:49:26,31.69,31.33,,,,,,,,,,,,,
,15:49:56,31.66,31.53,,,,,,,,,,,,,
,15:50:26,31.65,31.75,,,,,,,,,,,,,
,15:50:56,31.65,31.83,,,,,,,,,,,,,
,15:51:26,31.62,32.04,,,,,,,,,,,,,
,15:51:56,31.64,32.15,,,,,,,,,,,,,
,15:52:26,31.65,31.73,,,,,,,,,,,,,
,15:52:56,31.63,31.17,,,,,,,,,,,,,
,15:53:26,31.6,30.9,,,,,,,,,,,,,
,15:53:56,31.64,30.63,,,,,,,,,,,,,
,15:54:26,31.65,30.45,,,,,,,,,,,,,
,15:54:56,31.69,30.3,,,,,,,,,,,,,
,15:55:26,31.7,30.04,,,,,,,,,,,,,
,15:55:56,31.7,29.91,,,,,,,,,,,,,
,15:56:26,31.69,29.74,,,,,,,,,,,,,
,15:56:56,31.66,29.62,,,,,,,,,,,,,
,15:57:26,31.68,29.55,,,,,,,,,,,,,
,15:57:56,31.7,29.45,,,,,,,,,,,,,
,15:58:26,31.7,29.36,,,,,,,,,,,,,
,15:58:56,31.69,29.28,,,,,,,,,,,,,
,15:59:26,31.73,29.28,,,,,,,,,,,,,
,15:59:56,31.75,29.17,,,,,,,,,,,,,
,16:00:26,31.76,29.02,,,,,,,,,,,,,
,16:00:57,31.77,29.03,,,,,,,,,,,,,
,16:01:26,31.75,28.9,,,,,,,,,,,,,
,16:01:56,31.71,28.83,,,,,,,,,,,,,
,16:02:26,31.72,28.81,,,,,,,,,,,,,
,16:02:56,31.75,28.77,,,,,,,,,,,,,
,16:03:26,31.75,28.75,,,,,,,,,,,,,
,16:03:56,31.75,28.73,,,,,,,,,,,,,
,16:04:26,31.76,28.99,,,,,,,,,,,,,
,16:04:56,31.76,29.09,,,,,,,,,,,,,
,16:05:26,31.72,29.16,,,,,,,,,,,,,
,16:05:56,31.7,29.2,,,,,,,,,,,,,
,16:06:26,31.64,29.35,,,,,,,,,,,,,
,16:06:56,31.59,29.46,,,,,,,,,,,,,
,16:07:26,31.6,29.55,,,,,,,,,,,,,
,16:07:56,31.59,29.75,,,,,,,,,,,,,
,16:08:26,31.6,29.92,,,,,,,,,,,,,
,16:08:56,31.63,30.01,,,,,,,,,,,,,
,16:09:26,31.6,30.19,,,,,,,,,,,,,
,16:09:56,31.62,30.35,,,,,,,,,,,,,
,16:10:26,31.62,30.28,,,,,,,,,,,,,
,16:10:56,31.66,30.38,,,,,,,,,,,,,
,16:11:26,31.66,30.51,,,,,,,,,,,,,
,16:11:56,31.7,30.9,,,,,,,,,,,,,
,16:12:26,31.71,30.97,,,,,,,,,,,,,
,16:12:56,31.67,30.72,,,,,,,,,,,,,
,16:13:26,31.66,30.27,,,,,,,,,,,,,
,16:13:56,31.63,29.91,,,,,,,,,,,,,
,16:14:26,31.61,29.71,,,,,,,,,,,,,
,16:14:56,31.59,29.57,,,,,,,,,,,,,
,16:15:26,31.55,29.26,,,,,,,,,,,,,
,16:15:56,31.54,29.16,,,,,,,,,,,,,
,16:16:26,31.47,29.1,,,,,,,,,,,,,
,16:16:56,31.45,28.94,,,,,,,,,,,,,
,16:17:26,31.38,28.84,,,,,,,,,,,,,
,16:17:56,31.34,28.77,,,,,,,,,,,,,
,16:18:26,31.31,28.76,,,,,,,,,,,,,
,16:18:56,31.33,28.69,,,,,,,,,,,,,
,16:19:26,31.3,28.47,,,,,,,,,,,,,
,16:19:56,31.3,28.39,,,,,,,,,,,,,
,16:20:26,31.29,28.45,,,,,,,,,,,,,
,16:20:57,31.32,28.34,,,,,,,,,,,,,
,16:21:27,31.33,28.29,,,,,,,,,,,,,
,16:21:57,31.31,28.21,,,,,,,,,,,,,
,16:22:27,31.35,28.6,,,,,,,,,,,,,
,16:22:57,31.38,28.64,,,,,,,,,,,,,
,16:23:27,31.37,28.67,,,,,,,,,,,,,
,16:23:57,31.37,28.75,,,,,,,,,,,,,
,16:24:27,31.4,28.86,,,,,,,,,,,,,
,16:24:57,31.38,28.95,,,,,,,,,,,,,
,16:25:27,31.35,29.21,,,,,,,,,,,,,
,16:25:57,31.38,40.83,,,,,,,,,,,,,
,16:26:27,31.38,46.96,,,,,,,,,,,,,
,16:26:57,31.42,49.47,,,,,,,,,,,,,
,16:27:27,31.45,51.05,,,,,,,,,,,,,
,16:27:57,31.45,51.52,,,,,,,,,,,,,
,16:28:27,31.42,51.55,,,,,,,,,,,,,
,16:28:57,31.41,51.15,,,,,,,,,,,,,
,16:29:27,31.37,50.51,,,,,,,,,,,,,
,16:29:57,31.19,49.66,,,,,,,,,,,,,
,16:30:27,30.92,48.73,,,,,,,,,,,,,
,16:30:57,30.63,47.74,,,,,,,,,,,,,
,16:31:27,30.35,46.65,,,,,,,,,,,,,
,16:31:57,30.09,45.48,,,,,,,,,,,,,
,16:32:27,29.86,44.31,,,,,,,,,,,,,
,16:32:57,29.67,43.05,,,,,,,,,,,,,
,16:33:27,29.54,41.95,,,,,,,,,,,,,
,16:33:57,29.41,40.91,,,,,,,,,,,,,
,16:34:27,29.29,40.36,,,,,,,,,,,,,
,16:34:57,29.18,39.78,,,,,,,,,,,,,
,16:35:27,29.07,39.26,,,,,,,,,,,,,
,16:35:57,29.03,38.82,,,,,,,,,,,,,
,16:36:27,28.98,38.35,,,,,,,,,,,,,
,16:36:57,28.96,37.94,,,,,,,,,,,,,
,16:37:27,28.89,37.54,,,,,,,,,,,,,
,16:37:57,28.85,37.1,,,,,,,,,,,,,
,16:38:27,28.83,36.83,,,,,,,,,,,,,
,16:38:57,28.8,36.46,,,,,,,,,,,,,
,16:39:27,28.76,36.26,,,,,,,,,,,,,
,16:39:57,28.77,35.95,,,,,,,,,,,,,
,16:40:27,28.76,35.44,,,,,,,,,,,,,
,16:40:57,28.7,35.34,,,,,,,,,,,,,
,16:41:27,28.66,35.07,,,,,,,,,,,,,
,16:41:57,28.64,34.9,,,,,,,,,,,,,
,16:42:27,28.56,34.77,,,,,,,,,,,,,
,16:42:57,28.56,34.5,,,,,,,,,,,,,
,16:43:27,28.59,34.45,,,,,,,,,,,,,
,16:43:57,28.63,34.25,,,,,,,,,,,,,
,16:44:27,28.7,34.09,,,,,,,,,,,,,
,16:44:57,28.77,33.93,,,,,,,,,,,,,
,16:45:27,28.81,33.77,,,,,,,,,,,,,
,16:45:57,28.78,33.54,,,,,,,,,,,,,
,16:46:28,28.82,33.38,,,,,,,,,,,,,
,16:46:58,28.83,33.15,,,,,,,,,,,,,
,16:47:27,28.81,33.12,,,,,,,,,,,,,
,16:47:57,28.85,32.98,,,,,,,,,,,,,
,16:48:27,28.81,32.89,,,,,,,,,,,,,
,16:48:57,28.8,32.65,,,,,,,,,,,,,
,16:49:27,28.81,32.74,,,,,,,,,,,,,
,16:49:57,28.88,32.71,,,,,,,,,,,,,
,16:50:27,28.93,32.47,,,,,,,,,,,,,
,16:50:57,28.92,32.37,,,,,,,,,,,,,
,16:51:27,28.94,32.32,,,,,,,,,,,,,
,16:51:57,28.93,32.16,,,,,,,,,,,,,
,16:52:27,28.87,32.17,,,,,,,,,,,,,
,16:52:57,28.88,32.06,,,,,,,,,,,,,
,16:53:27,28.85,31.95,,,,,,,,,,,,,
,16:53:57,28.85,31.9,,,,,,,,,,,,,
,16:54:27,28.84,31.81,,,,,,,,,,,,,
,16:54:57,28.88,31.77,,,,,,,,,,,,,
,16:55:27,28.93,31.77,,,,,,,,,,,,,
,16:55:57,28.97,31.78,,,,,,,,,,,,,
,16:56:27,29.02,31.69,,,,,,,,,,,,,
,16:56:57,29.03,31.63,,,,,,,,,,,,,
,16:57:27,29.06,31.59,,,,,,,,,,,,,
,16:57:57,29.08,31.57,,,,,,,,,,,,,
,16:58:27,29.13,31.46,,,,,,,,,,,,,
,16:58:57,29.11,31.45,,,,,,,,,,,,,
,16:59:27,29.14,31.4,,,,,,,,,,,,,
,16:59:57,29.17,31.24,,,,,,,,,,,,,
,17:00:27,29.16,31.16,,,,,,,,,,,,,
,17:00:57,29.11,31.05,,,,,,,,,,,,,
,17:01:27,29.07,30.95,,,,,,,,,,,,,
,17:01:57,29.07,30.97,,,,,,,,,,,,,
,17:02:27,29.04,30.88,,,,,,,,,,,,,
,17:02:58,29.01,30.85,,,,,,,,,,,,,
,17:03:27,29.01,30.83,,,,,,,,,,,,,
,17:03:57,29.05,30.88,,,,,,,,,,,,,
,17:04:26,29.1,30.88,,,,,,,,,,,,,
,17:04:56,29.11,30.83,,,,,,,,,,,,,
,17:05:26,29.16,31.15,,,,,,,,,,,,,
,17:05:56,29.21,31.35,,,,,,,,,,,,,
,17:06:27,29.24,31.38,,,,,,,,,,,,,
,17:06:57,29.24,31.38,,,,,,,,,,,,,
,17:07:27,29.22,31.66,,,,,,,,,,,,,
,17:07:57,29.3,48.96,,,,,,,,,,,,,
,17:08:27,29.36,56.67,,,,,,,,,,,,,
,17:08:57,29.36,60.18,,,,,,,,,,,,,
,17:09:27,29.37,62.11,,,,,,,,,,,,,
,17:09:57,29.33,63.6,,,,,,,,,,,,,
,17:10:27,29.28,64.44,,,,,,,,,,,,,
,17:10:57,29.23,64.98,,,,,,,,,,,,,
,17:11:27,29.15,64.79,,,,,,,,,,,,,
,17:11:57,29.09,64.59,,,,,,,,,,,,,
,17:12:27,29.02,64.49,,,,,,,,,,,,,
,17:12:57,29.05,64.62,,,,,,,,,,,,,
,17:13:27,29.06,64.25,,,,,,,,,,,,,
,17:13:57,29.12,63.76,,,,,,,,,,,,,
,17:14:27,29.13,63.1,,,,,,,,,,,,,
,17:14:57,29.14,62.4,,,,,,,,,,,,,
,17:15:27,29.17,61.9,,,,,,,,,,,,,
,17:15:57,29.22,61.11,,,,,,,,,,,,,
,17:16:27,29.19,60.13,,,,,,,,,,,,,
,17:16:57,29.2,59.37,,,,,,,,,,,,,
,17:17:27,29.18,58.51,,,,,,,,,,,,,
,17:17:57,29.19,57.4,,,,,,,,,,,,,
,17:18:27,29.18,56.55,,,,,,,,,,,,,
,17:18:57,29.16,55.23,,,,,,,,,,,,,
,17:19:27,29.14,54.15,,,,,,,,,,,,,
,17:19:57,29.1,53.01,,,,,,,,,,,,,
,17:20:27,29.04,51.85,,,,,,,,,,,,,
,17:20:57,29,50.81,,,,,,,,,,,,,
,17:21:27,29.02,49.94,,,,,,,,,,,,,
,17:21:57,29.05,49.13,,,,,,,,,,,,,
,17:22:27,29.05,48.12,,,,,,,,,,,,,
,17:22:57,29.04,47.36,,,,,,,,,,,,,
,17:23:27,29.03,46.75,,,,,,,,,,,,,
,17:23:57,29.02,46.08,,,,,,,,,,,,,
,17:24:27,28.96,45.48,,,,,,,,,,,,,
,17:24:57,28.94,44.9,,,,,,,,,,,,,
,17:25:27,28.91,44.25,,,,,,,,,,,,,
,17:25:57,28.88,43.83,,,,,,,,,,,,,
,17:26:27,28.86,43.33,,,,,,,,,,,,,
,17:26:57,28.82,43.12,,,,,,,,,,,,,
,17:27:27,28.88,42.86,,,,,,,,,,,,,
,17:27:57,28.89,42.1,,,,,,,,,,,,,
,17:28:27,28.83,41.8,,,,,,,,,,,,,
,17:28:57,28.86,41.46,,,,,,,,,,,,,
,17:29:27,28.88,41.16,,,,,,,,,,,,,
,17:29:57,28.9,40.83,,,,,,,,,,,,,
,17:30:27,28.9,40.52,,,,,,,,,,,,,
,17:30:57,28.93,40.47,,,,,,,,,,,,,
,17:31:27,28.96,40.09,,,,,,,,,,,,,
,17:31:58,28.97,39.79,,,,,,,,,,,,,
,17:32:27,29.02,39.53,,,,,,,,,,,,,
,17:32:57,28.97,39.35,,,,,,,,,,,,,
,17:33:27,28.95,39.07,,,,,,,,,,,,,
,17:33:57,28.94,38.7,,,,,,,,,,,,,
,17:34:27,28.95,38.54,,,,,,,,,,,,,
,17:34:57,28.94,38.37,,,,,,,,,,,,,
,17:35:27,28.94,37.98,,,,,,,,,,,,,
,17:35:57,28.88,37.78,,,,,,,,,,,,,
,17:36:27,28.85,37.65,,,,,,,,,,,,,
,17:36:57,28.83,37.44,,,,,,,,,,,,,
,17:37:27,28.89,37.17,,,,,,,,,,,,,
,17:37:57,28.89,37.07,,,,,,,,,,,,,
,17:38:27,28.89,36.96,,,,,,,,,,,,,
,17:38:57,28.93,36.72,,,,,,,,,,,,,
,17:39:27,28.91,36.52,,,,,,,,,,,,,
,17:39:57,28.87,36.33,,,,,,,,,,,,,
,17:40:27,28.83,36.12,,,,,,,,,,,,,
,17:40:58,28.86,36.12,,,,,,,,,,,,,
,17:41:27,28.87,35.96,,,,,,,,,,,,,
,17:41:57,28.88,35.92,,,,,,,,,,,,,
,17:42:27,28.94,35.78,,,,,,,,,,,,,
,17:42:57,29.02,35.74,,,,,,,,,,,,,
,17:43:27,29.1,35.54,,,,,,,,,,,,,
,17:43:57,29.09,35.22,,,,,,,,,,,,,
,17:44:27,29.05,35,,,,,,,,,,,,,
,17:44:57,29.04,34.88,,,,,,,,,,,,,
,17:45:27,29.02,34.78,,,,,,,,,,,,,
,17:45:57,29.02,34.65,,,,,,,,,,,,,
,17:46:27,28.97,34.55,,,,,,,,,,,,,
,17:46:57,28.97,34.43,,,,,,,,,,,,,
,17:47:27,28.96,34.32,,,,,,,,,,,,,
,17:47:57,28.93,34.15,,,,,,,,,,,,,
,17:48:27,28.88,33.96,,,,,,,,,,,,,
,17:48:57,28.83,33.79,,,,,,,,,,,,,
,17:49:27,28.77,33.82,,,,,,,,,,,,,
,17:49:57,28.77,33.71,,,,,,,,,,,,,
,17:50:27,28.72,33.58,,,,,,,,,,,,,
,17:50:57,28.67,33.51,,,,,,,,,,,,,
,17:51:27,28.56,33.4,,,,,,,,,,,,,
,17:51:58,28.51,33.38,,,,,,,,,,,,,
,17:52:28,28.43,33.24,,,,,,,,,,,,,
,17:52:58,28.36,33.19,,,,,,,,,,,,,
,17:53:28,28.34,33.06,,,,,,,,,,,,,
,17:53:58,28.3,32.95,,,,,,,,,,,,,
,17:54:28,28.25,32.93,,,,,,,,,,,,,
,17:54:58,28.2,32.84,,,,,,,,,,,,,
,17:55:28,28.18,32.82,,,,,,,,,,,,,
,17:55:58,28.18,32.82,,,,,,,,,,,,,
,17:56:28,28.12,32.69,,,,,,,,,,,,,
,17:56:58,28.08,32.65,,,,,,,,,,,,,
,17:57:28,28.04,32.52,,,,,,,,,,,,,
,17:57:58,28.03,32.58,,,,,,,,,,,,,
,17:58:28,28.1,32.61,,,,,,,,,,,,,
,17:58:58,28.14,32.64,,,,,,,,,,,,,
,17:59:29,28.19,32.53,,,,,,,,,,,,,
,17:59:59,28.18,32.45,,,,,,,,,,,,,
,18:00:29,28.13,32.35,,,,,,,,,,,,,
,18:00:59,28.12,32.34,,,,,,,,,,,,,
,18:01:29,28.26,32.36,,,,,,,,,,,,,
,18:01:59,28.35,32.37,,,,,,,,,,,,,
,18:02:29,28.42,32.31,,,,,,,,,,,,,
,18:02:59,28.45,32.18,,,,,,,,,,,,,
,18:03:29,28.49,32.15,,,,,,,,,,,,,
,18:03:59,28.49,31.97,,,,,,,,,,,,,
,18:04:29,28.42,31.83,,,,,,,,,,,,,
,18:04:59,28.29,31.77,,,,,,,,,,,,,
,18:05:29,28.25,31.83,,,,,,,,,,,,,
,18:05:59,28.23,31.78,,,,,,,,,,,,,
,18:06:29,28.19,31.8,,,,,,,,,,,,,
,18:06:59,28.2,31.82,,,,,,,,,,,,,
,18:07:29,28.18,31.76,,,,,,,,,,,,,
,18:07:59,28.14,31.73,,,,,,,,,,,,,
,18:08:29,28.06,31.73,,,,,,,,,,,,,
,18:08:59,28.07,31.66,,,,,,,,,,,,,
,18:09:29,28,31.65,,,,,,,,,,,,,
,18:09:59,28.03,31.62,,,,,,,,,,,,,
,18:10:29,28.07,31.69,,,,,,,,,,,,,
,18:10:59,28.19,31.72,,,,,,,,,,,,,
,18:11:29,28.29,31.62,,,,,,,,,,,,,
,18:11:59,28.35,44.76,,,,,,,,,,,,,
,18:12:29,28.45,59.17,,,,,,,,,,,,,
,18:12:59,28.55,65.21,,,,,,,,,,,,,
,18:13:29,28.6,68.31,,,,,,,,,,,,,
,18:13:59,28.67,70.22,,,,,,,,,,,,,
,18:14:30,28.73,71.46,,,,,,,,,,,,,
,18:15:00,28.76,72.35,,,,,,,,,,,,,
,18:15:30,28.79,73.1,,,,,,,,,,,,,
,18:16:00,28.83,73.45,,,,,,,,,,,,,
,18:16:30,28.82,73.85,,,,,,,,,,,,,
,18:17:00,28.86,74.12,,,,,,,,,,,,,
,18:17:30,28.9,74.17,,,,,,,,,,,,,
,18:18:00,28.91,74.2,,,,,,,,,,,,,
,18:18:30,28.91,74.14,,,,,,,,,,,,,
,18:19:00,28.96,74.03,,,,,,,,,,,,,
,18:19:30,28.97,73.77,,,,,,,,,,,,,
,18:20:00,28.97,73.33,,,,,,,,,,,,,
,18:20:30,28.96,72.69,,,,,,,,,,,,,
,18:21:00,28.99,72.28,,,,,,,,,,,,,
,18:21:30,28.99,71.73,,,,,,,,,,,,,
,18:22:00,29.03,71.11,,,,,,,,,,,,,
,18:22:30,29.05,70.37,,,,,,,,,,,,,
,18:23:00,29.06,69.43,,,,,,,,,,,,,
,18:23:30,29.06,68.49,,,,,,,,,,,,,
,18:24:00,29.06,67.5,,,,,,,,,,,,,
,18:24:29,29.09,66.21,,,,,,,,,,,,,
,18:24:59,29.04,65.23,,,,,,,,,,,,,
,18:25:29,29.03,64.18,,,,,,,,,,,,,
,18:25:59,29.01,63.03,,,,,,,,,,,,,
,18:26:29,29.02,61.91,,,,,,,,,,,,,
,18:26:59,29.04,60.95,,,,,,,,,,,,,
,18:27:29,29.05,59.87,,,,,,,,,,,,,
,18:27:59,29.05,58.82,,,,,,,,,,,,,
,18:28:29,29.05,57.83,,,,,,,,,,,,,
,18:28:59,29.06,56.71,,,,,,,,,,,,,
,18:29:29,29.05,55.75,,,,,,,,,,,,,
,18:29:59,29.01,54.79,,,,,,,,,,,,,
,18:30:29,28.99,53.9,,,,,,,,,,,,,
,18:30:59,28.98,53.02,,,,,,,,,,,,,
,18:31:29,28.93,52.34,,,,,,,,,,,,,
,18:31:59,28.92,51.75,,,,,,,,,,,,,
,18:32:29,28.91,51.17,,,,,,,,,,,,,
,18:32:59,28.91,50.5,,,,,,,,,,,,,
,18:33:29,28.94,49.95,,,,,,,,,,,,,
,18:33:59,28.93,49.44,,,,,,,,,,,,,
,18:34:29,28.93,49,,,,,,,,,,,,,
,18:34:59,28.94,48.43,,,,,,,,,,,,,
,18:35:29,28.94,47.9,,,,,,,,,,,,,
,18:35:59,28.94,47.34,,,,,,,,,,,,,
,18:36:29,28.91,46.81,,,,,,,,,,,,,
,18:36:59,28.9,46.38,,,,,,,,,,,,,
,18:37:30,28.8,45.77,,,,,,,,,,,,,
,18:38:00,28.75,45.43,,,,,,,,,,,,,
,18:38:30,28.7,45.03,,,,,,,,,,,,,
,18:39:00,28.68,44.65,,,,,,,,,,,,,
,18:39:30,28.7,44.37,,,,,,,,,,,,,
,18:40:00,28.66,44.11,,,,,,,,,,,,,
,18:40:30,28.68,43.78,,,,,,,,,,,,,
,18:41:00,28.68,43.46,,,,,,,,,,,,,
,18:41:30,28.71,43.28,,,,,,,,,,,,,
,18:42:00,28.74,42.94,,,,,,,,,,,,,
,18:42:30,28.77,42.66,,,,,,,,,,,,,
,18:43:00,28.83,42.45,,,,,,,,,,,,,
,18:43:30,28.85,42.1,,,,,,,,,,,,,
,18:44:00,28.85,41.8,,,,,,,,,,,,,
,18:44:30,28.88,41.5,,,,,,,,,,,,,
,18:45:00,28.87,41.12,,,,,,,,,,,,,
,18:45:30,28.88,40.93,,,,,,,,,,,,,
,18:46:00,28.82,40.57,,,,,,,,,,,,,
,18:46:30,28.77,40.28,,,,,,,,,,,,,
,18:47:00,28.7,40.07,,,,,,,,,,,,,
,18:47:30,28.61,39.7,,,,,,,,,,,,,
,18:48:00,28.57,39.64,,,,,,,,,,,,,
,18:48:30,28.58,39.5,,,,,,,,,,,,,
,18:49:00,28.65,39.42,,,,,,,,,,,,,
,18:49:30,28.67,39.29,,,,,,,,,,,,,
,18:50:00,28.73,38.99,,,,,,,,,,,,,
,18:50:30,28.76,38.8,,,,,,,,,,,,,
,18:51:00,28.77,38.54,,,,,,,,,,,,,
,18:51:30,28.79,38.37,,,,,,,,,,,,,
,18:52:00,28.81,38.14,,,,,,,,,,,,,
,18:52:30,28.83,37.89,,,,,,,,,,,,,
,18:53:00,28.81,37.51,,,,,,,,,,,,,
,18:53:30,28.79,37.39,,,,,,,,,,,,,
,18:54:00,28.8,37.24,,,,,,,,,,,,,
,18:54:30,28.77,36.98,,,,,,,,,,,,,
,18:55:00,28.74,36.82,,,,,,,,,,,,,
,18:55:30,28.66,36.67,,,,,,,,,,,,,
,18:56:00,28.62,36.47,,,,,,,,,,,,,
,18:56:30,28.6,36.36,,,,,,,,,,,,,
,18:57:00,28.56,36.2,,,,,,,,,,,,,
,18:57:30,28.58,36.17,,,,,,,,,,,,,
,18:58:00,28.62,36.09,,,,,,,,,,,,,
,18:58:30,28.66,35.9,,,,,,,,,,,,,
,18:59:00,28.7,35.82,,,,,,,,,,,,,
,18:59:30,28.74,35.72,,,,,,,,,,,,,
,19:00:00,28.82,35.68,,,,,,,,,,,,,
,19:00:30,28.87,35.49,,,,,,,,,,,,,
,19:01:00,28.89,35.36,,,,,,,,,,,,,
,19:01:30,28.92,35.25,,,,,,,,,,,,,
,19:02:00,28.98,35.14,,,,,,,,,,,,,
,19:02:30,28.97,34.88,,,,,,,,,,,,,
,19:03:00,28.98,34.71,,,,,,,,,,,,,
,19:03:30,28.95,34.44,,,,,,,,,,,,,
,19:04:00,28.88,34.34,,,,,,,,,,,,,
,19:04:30,28.86,34.25,,,,,,,,,,,,,
,19:05:00,28.82,34.15,,,,,,,,,,,,,
,19:05:30,28.82,34.1,,,,,,,,,,,,,
,19:06:00,28.83,34.04,,,,,,,,,,,,,
,19:06:30,28.83,33.97,,,,,,,,,,,,,
,19:07:00,28.85,33.86,,,,,,,,,,,,,
,19:07:30,28.84,33.8,,,,,,,,,,,,,
,19:08:00,28.86,33.75,,,,,,,,,,,,,
,19:08:30,28.87,33.55,,,,,,,,,,,,,
,19:09:00,28.85,33.4,,,,,,,,,,,,,
,19:09:30,28.83,33.31,,,,,,,,,,,,,
,19:10:00,28.85,33.27,,,,,,,,,,,,,
,19:10:30,28.86,33.19,,,,,,,,,,,,,
,19:11:00,28.88,33.11,,,,,,,,,,,,,
,19:11:30,28.9,32.96,,,,,,,,,,,,,
,19:12:00,28.88,32.82,,,,,,,,,,,,,
,19:12:30,28.89,32.76,,,,,,,,,,,,,
,19:13:00,28.88,32.63,,,,,,,,,,,,,
