,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Chamber and Ambient Humidity Sensor,,,,,,Microfluidic,,,FitBit,,Core,,,,
,11:31:42,31.16,49.86,11:31:42,24.4,55,,,,,,,,,,
,11:32:12,31.21,49.37,11:32:12,24.4,55,,,,,,,,,,
,11:32:42,31.27,48.9,11:32:42,24.4,55,,,,,,,,,,
,11:33:12,31.33,48.52,11:33:12,24.4,55,,,,,,,,,,
,11:33:42,31.37,48.02,11:33:42,24.4,55,,,,,,,,,,
,11:34:12,31.35,47.64,11:34:12,24.4,55,,,,,,,,,,
,11:34:42,31.31,47.26,11:34:42,24.4,55,,,,,,,,,,
,11:35:12,31.28,47.09,11:35:12,24.4,55,,,,,,,,,,
,11:35:42,31.28,46.9,11:35:42,24.4,55,,,,,,,,,,
,11:36:12,31.31,46.62,11:36:12,24.4,55,,,,,,,,,,
,11:36:42,31.37,46.37,11:36:42,24.4,55,,,,,,,,,,
,11:37:12,31.39,46.18,11:37:12,24.4,55,,,,,,,,,,
,11:37:42,31.38,46.08,11:37:42,24.4,55,,,,,,,,,,
,11:38:12,31.39,45.83,11:38:12,24.4,55,,,,,,,,,,
,11:38:42,31.39,45.7,11:38:42,24.4,55,,,,,,,,,,
,11:39:12,31.45,45.5,11:39:12,24.4,55,,,,,,,,,,
,11:39:42,31.4,45.3,11:39:42,24.4,55,,,,,,,,,,
,11:40:12,31.42,45.07,11:40:12,24.4,55,,,,,,,,,,
,11:40:42,31.34,44.9,11:40:42,24.4,55,,,,,,,,,,
,11:41:12,31.37,44.84,11:41:12,24.4,55,,,,,,,,,,
,11:41:42,31.36,44.74,11:41:42,24.4,55,,,,,,,,,,
,11:42:12,31.38,44.53,11:42:12,24.4,55,,,,,,,,,,
,11:42:42,31.37,44.43,11:42:42,24.4,55,,,,,,,,,,
,11:43:12,31.34,44.34,11:43:12,24.4,55,,,,,,,,,,
,11:43:42,31.3,44.02,11:43:42,24.4,55,,,,,,,,,,
,11:44:12,31.29,43.89,11:44:12,24.4,55,,,,,,,,,,
,11:44:42,31.28,43.81,11:44:42,24.4,55,,,,,,,,,,
,11:45:12,31.3,43.86,11:45:12,24.4,55,,,,,,,,,,
,11:45:42,31.3,43.76,11:45:42,24.4,55,,,,,,,,,,
,11:46:12,31.3,43.68,11:46:12,24.4,55,,,,,,,,,,
,11:46:42,31.31,43.42,11:46:42,24.4,55,,,,,,,,,,
,11:47:12,31.28,43.28,11:47:12,24.4,55,,,,,,,,,,
,11:47:42,31.26,43.06,11:47:42,24.4,55,,,,,,,,,,
,11:48:12,31.27,42.84,11:48:12,24.4,55,,,,,,,,,,
,11:48:42,31.29,42.62,11:48:42,24.4,55,,,,,,,,,,
,11:49:12,31.3,42.77,11:49:12,24.4,55,,,,,,,,,,
,11:49:42,31.29,42.35,11:49:42,24.4,55,,,,,,,,,,
,11:50:12,31.26,42.54,11:50:12,24.4,54,,,,,,,,,,
,11:50:42,31.26,42.69,11:50:42,24.4,54,,,,,,,,,,
,11:51:12,31.3,42.52,11:51:12,24.4,54,,,,,,,,,,
,11:51:42,31.33,42.4,11:51:42,24.4,54,,,,,,,,,,
,11:52:12,31.34,42.28,11:52:12,24.4,54,,,,,,,,,,
,11:52:42,31.34,42.51,11:52:42,24.4,54,,,,,,,,,,
,11:53:12,31.33,42.87,11:53:12,24.4,54,,,,,,,,,,
,11:53:42,31.35,53.13,11:53:42,24.4,54,,,,,,,,,,
,11:54:12,31.34,56.75,11:54:12,24.4,54,,,,,,,,,,
,11:54:42,31.33,58.04,11:54:42,24.4,54,,,,,,,,,,
,11:55:12,31.34,59,11:55:12,24.4,54,,,,,,,,,,
,11:55:42,31.4,59.01,11:55:42,24.4,54,,,,,,,,,,
,11:56:12,31.39,59.57,11:56:12,24.4,54,,,,,,,,,,
,11:56:42,31.35,59.21,11:56:42,24.4,54,,,,,,,,,,
,11:57:12,31.35,59.33,11:57:12,24.4,54,,,,,,,,,,
,11:57:42,31.38,59.01,11:57:42,24.4,54,,,,,,,,,,
,11:58:12,31.33,58.57,11:58:12,24.4,54,,,,,,,,,,
,11:58:42,31.3,57.83,11:58:42,24.4,54,,,,,,,,,,
,11:59:12,31.25,56.99,11:59:12,24.4,54,,,,,,,,,,
,11:59:42,31.23,54.32,11:59:42,24.4,54,,,,,,,,,,
,12:00:12,31.27,53.38,12:00:12,24.4,54,,,,,,,,,,
,12:00:42,31.25,52.13,12:00:42,24.4,54,,,,,,,,,,
,12:01:13,31.23,51.12,12:01:13,24.4,54,,,,,,,,,,
,12:01:42,31.22,49.88,12:01:42,24.4,54,,,,,,,,,,
,12:02:13,31.22,49.76,12:02:13,24.4,54,,,,,,,,,,
,12:02:42,31.22,48.99,12:02:42,24.4,54,,,,,,,,,,
,12:03:12,31.2,48.47,12:03:12,24.4,54,,,,,,,,,,
,12:03:42,31.19,47.58,12:03:42,24.4,54,,,,,,,,,,
,12:04:13,31.21,47.89,12:04:13,24.4,54,,,,,,,,,,
,12:04:42,31.24,47.23,12:04:42,24.4,54,,,,,,,,,,
,12:05:12,31.21,47.34,12:05:12,24.4,54,,,,,,,,,,
,12:05:42,31.26,47.21,12:05:42,24.4,54,,,,,,,,,,
,12:06:12,31.37,46.98,12:06:12,24.4,54,,,,,,,,,,
,12:06:42,31.43,46.69,12:06:42,24.4,54,,,,,,,,,,
,12:07:12,31.5,46.45,12:07:12,24.4,54,,,,,,,,,,
,12:07:42,31.48,46.14,12:07:42,24.4,54,,,,,,,,,,
,12:08:12,31.51,45.94,12:08:12,24.4,54,,,,,,,,,,
,12:08:42,31.55,45.79,12:08:42,24.4,54,,,,,,,,,,
,12:09:13,31.63,45.51,12:09:13,24.4,54,,,,,,,,,,
,12:09:43,31.67,45.27,12:09:43,24.4,54,,,,,,,,,,
,12:10:13,31.65,45.03,12:10:13,24.4,54,,,,,,,,,,
,12:10:43,31.68,44.84,12:10:43,24.4,54,,,,,,,,,,
,12:11:13,31.69,44.57,12:11:13,24.4,54,,,,,,,,,,
,12:11:43,31.66,44.51,12:11:43,24.4,54,,,,,,,,,,
,12:12:13,31.68,44.31,12:12:13,24.4,54,,,,,,,,,,
,12:12:43,31.71,44.17,12:12:43,24.4,54,,,,,,,,,,
,12:13:13,31.68,43.99,12:13:13,24.4,54,,,,,,,,,,
,12:13:43,31.71,43.84,12:13:43,24.4,54,,,,,,,,,,
,12:14:13,31.73,43.67,12:14:13,24.4,54,,,,,,,,,,
,12:14:43,31.72,43.51,12:14:43,24.4,54,,,,,,,,,,
,12:15:13,31.71,43.37,12:15:13,24.4,54,,,,,,,,,,
,12:15:43,31.71,43.2,12:15:43,24.4,54,,,,,,,,,,
,12:16:13,31.69,43.07,12:16:13,24.4,54,,,,,,,,,,
,12:16:43,31.69,42.96,12:16:43,24.4,54,,,,,,,,,,
,12:17:13,31.67,42.83,12:17:13,24.4,54,,,,,,,,,,
,12:17:43,31.64,42.68,12:17:43,24.4,54,,,,,,,,,,
,12:18:13,31.61,42.53,12:18:13,24.4,54,,,,,,,,,,
,12:18:43,31.59,42.43,12:18:43,24.4,54,,,,,,,,,,
,12:19:13,31.45,42.2,12:19:13,24.4,54,,,,,,,,,,
,12:19:43,31.34,42.1,12:19:43,24.4,54,,,,,,,,,,
,12:20:13,31.24,41.94,12:20:13,24.4,54,,,,,,,,,,
,12:20:43,31.15,42.13,12:20:43,24.4,54,,,,,,,,,,
,12:21:13,31.17,42.32,12:21:13,24.4,54,,,,,,,,,,
,12:21:43,31.21,42.44,12:21:43,24.4,54,,,,,,,,,,
,12:22:13,31.29,42.43,12:22:13,24.4,53,,,,,,,,,,
,12:22:43,31.29,42.27,12:22:43,24.4,53,,,,,,,,,,
,12:23:13,31.23,42.25,12:23:13,24.4,53,,,,,,,,,,
,12:23:43,31.24,42.34,12:23:43,24.4,53,,,,,,,,,,
,12:24:13,31.15,42.46,12:24:13,24.4,53,,,,,,,,,,
,12:24:43,31.2,42.61,12:24:43,24.4,53,,,,,,,,,,
,12:25:13,31.27,42.85,12:25:13,24.4,53,,,,,,,,,,
,12:25:43,31.3,43.1,12:25:43,24.4,53,,,,,,,,,,
,12:26:13,31.24,47.53,12:26:13,24.4,53,,,,,,,,,,
,12:26:43,31.18,54.26,12:26:43,24.4,53,,,,,,,,,,
,12:27:13,31.2,56.35,12:27:13,24.4,53,,,,,,,,,,
,12:27:43,31.14,56.58,12:27:43,24.4,53,,,,,,,,,,
,12:28:13,31.03,57.86,12:28:13,24.4,53,,,,,,,,,,
,12:28:43,30.94,58.35,12:28:43,24.4,53,,,,,,,,,,
,12:29:13,30.95,58.29,12:29:13,24.4,53,,,,,,,,,,
,12:29:43,30.9,57.66,12:29:43,24.4,53,,,,,,,,,,
,12:30:13,30.85,57.25,12:30:13,24.4,53,,,,,,,,,,
,12:30:43,30.8,56.57,12:30:43,24.4,53,,,,,,,,,,
,12:31:13,30.75,55.73,12:31:13,24.4,53,,,,,,,,,,
,12:31:44,30.76,54.79,12:31:44,24.4,53,,,,,,,,,,
,12:32:13,30.71,53.47,12:32:13,24.4,53,,,,,,,,,,
,12:32:43,30.64,52.25,12:32:43,24.4,53,,,,,,,,,,
,12:33:13,30.62,51.1,12:33:13,24.4,53,,,,,,,,,,
,12:33:43,30.58,50.22,12:33:43,24.4,53,,,,,,,,,,
,12:34:13,30.48,49.28,12:34:13,24.4,53,,,,,,,,,,
,12:34:43,30.46,49.13,12:34:43,24.4,53,,,,,,,,,,
,12:35:13,30.45,48.75,12:35:13,24.4,53,,,,,,,,,,
,12:35:43,30.47,48.23,12:35:43,24.4,53,,,,,,,,,,
,12:36:13,30.43,47.59,12:36:13,24.4,53,,,,,,,,,,
,12:36:43,30.36,47.37,12:36:43,24.4,53,,,,,,,,,,
,12:37:13,30.32,47.07,12:37:13,24.4,53,,,,,,,,,,
,12:37:43,30.29,46.95,12:37:43,24.4,53,,,,,,,,,,
,12:38:13,30.32,46.89,12:38:13,24.4,53,,,,,,,,,,
,12:38:43,30.32,46.62,12:38:43,24.4,53,,,,,,,,,,
,12:39:13,30.35,46.52,12:39:13,24.4,53,,,,,,,,,,
,12:39:43,30.47,46.35,12:39:43,24.4,53,,,,,,,,,,
,12:40:13,30.54,46.14,12:40:13,24.4,53,,,,,,,,,,
,12:40:43,30.64,45.79,12:40:43,24.4,53,,,,,,,,,,
,12:41:13,30.62,45.45,12:41:13,24.4,53,,,,,,,,,,
,12:41:43,30.62,45.25,12:41:43,24.4,53,,,,,,,,,,
,12:42:13,30.53,45.21,12:42:13,24.4,53,,,,,,,,,,
,12:42:43,30.51,45.15,12:42:43,24.4,53,,,,,,,,,,
,12:43:13,30.49,44.93,12:43:13,24.4,53,,,,,,,,,,
,12:43:43,30.49,44.78,12:43:43,24.4,53,,,,,,,,,,
,12:44:13,30.52,44.73,12:44:13,24.4,53,,,,,,,,,,
,12:44:43,30.51,44.59,12:44:43,24.4,53,,,,,,,,,,
,12:45:13,30.5,44.36,12:45:13,24.4,53,,,,,,,,,,
,12:45:43,30.5,44.18,12:45:43,24.4,53,,,,,,,,,,
,12:46:13,30.44,44.13,12:46:13,24.4,53,,,,,,,,,,
,12:46:43,30.44,44.08,12:46:43,24.4,53,,,,,,,,,,
,12:47:13,30.43,44.03,12:47:13,24.4,53,,,,,,,,,,
,12:47:44,30.39,43.86,12:47:44,24.4,53,,,,,,,,,,
,12:48:13,30.38,43.8,12:48:13,24.4,53,,,,,,,,,,
,12:48:43,30.42,43.75,12:48:43,24.4,53,,,,,,,,,,
,12:49:13,30.39,43.56,12:49:13,24.4,53,,,,,,,,,,
,12:49:43,30.37,43.48,12:49:43,24.4,53,,,,,,,,,,
,12:50:13,30.32,43.48,12:50:13,24.4,53,,,,,,,,,,
,12:50:43,30.26,43.4,12:50:43,24.4,53,,,,,,,,,,
,12:51:13,30.24,43.41,12:51:13,24.4,53,,,,,,,,,,
,12:51:43,30.27,43.5,12:51:43,24.4,53,,,,,,,,,,
,12:52:13,30.33,43.38,12:52:13,24.4,53,,,,,,,,,,
,12:52:43,30.34,43.36,12:52:43,24.4,53,,,,,,,,,,
,12:53:13,30.37,43.35,12:53:13,24.4,53,,,,,,,,,,
,12:53:43,30.44,43.23,12:53:43,24.4,53,,,,,,,,,,
,12:54:13,30.51,43.13,12:54:13,24.4,53,,,,,,,,,,
,12:54:44,30.58,42.95,12:54:44,24.4,53,,,,,,,,,,
